time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/kl_divergence_loss,train/is_line_search_success,train/explained_variance,train/std,train/n_updates,train/policy_objective,train/value_loss
341,310.58,80,930.04877054,163840,480,0.001,0.005005404818803072,1.0,0.989500280469656,0.605121374130249,79,0.02480328641831875,8.43724525719881
344,317.5,81,950.98939848,165888,481,0.001,0.009820563718676567,1.0,0.9964250514749438,0.6050247550010681,80,0.08233247697353363,4.354257635772228
349,323.58,82,972.43272857,167936,480,0.001,0.00724276527762413,1.0,0.9647960476577282,0.610069751739502,81,0.026631314307451248,20.790669925510883
352,328.78,83,989.17329114,169984,481,0.001,0.006693973671644926,1.0,0.9905924554914236,0.6114580035209656,82,0.0928177610039711,8.005262787640095
359,336.61,84,1011.06398452,172032,479,0.001,0.006057392805814743,1.0,0.9710301738232374,0.6063709855079651,83,0.03048163279891014,73.7064755320549
362,342.19,85,1027.4182768199998,174080,479,0.001,0.007744654547423124,1.0,0.9966465854085982,0.6121488213539124,84,0.06292004138231277,3.949682231247425
367,342.81,86,1029.16806975,176128,479,0.001,0.00721527636051178,1.0,0.9960657535120845,0.6071141362190247,85,0.05818840116262436,5.109636698663235
370,344.38,87,1033.72809061,178176,480,0.001,0.007137597072869539,1.0,0.994367117062211,0.6051334738731384,86,0.04765898361802101,6.793160431087017
376,348.24,88,1046.0457466100002,180224,478,0.001,0.0040646991692483425,1.0,0.9713463131338358,0.6037251949310303,87,0.03149619325995445,36.066751283407214
381,344.99,89,1033.7432935,182272,477,0.001,0.008191843517124653,1.0,0.9943914599716663,0.6017077565193176,88,0.12174186110496521,6.92240461409092
384,353.82,90,1057.9128206,184320,478,0.001,0.007284166291356087,1.0,0.95251090452075,0.5999483466148376,89,0.04392065107822418,83.63391082286834
389,356.21,91,1063.2003680999999,186368,478,0.001,0.0074120755307376385,1.0,0.9941556411795318,0.6037490367889404,90,0.05596496909856796,3.4029425024986266
392,353.49,92,1052.02230332,188416,479,0.001,0.006820250302553177,1.0,0.986228346824646,0.6002597212791443,91,0.0347738191485405,15.505881862342358
397,353.13,93,1052.05544992,190464,479,0.001,0.006536091212183237,1.0,0.9860831331461668,0.5942728519439697,92,0.0592808797955513,21.127129477262496
401,354.01,94,1053.1085570100001,192512,479,0.001,0.006024267990142107,1.0,0.9960451032966375,0.5903636813163757,93,0.0487566702067852,7.575657793879509
405,351.22,95,1041.64352769,194560,479,0.001,0.0074314698576927185,1.0,0.995091138407588,0.5943582057952881,94,0.039135146886110306,7.865953589975834
409,337.36,96,996.1072102000002,196608,480,0.001,0.005669836420565844,1.0,0.9920363575220108,0.5864725112915039,95,0.04748820513486862,10.536967220902444
412,331.91,97,977.0617697199999,198656,481,0.001,0.006951766554266214,1.0,0.9922456587664783,0.5823732018470764,96,0.05532342568039894,15.452551546692849
417,330.38,98,973.8961086200001,200704,480,0.001,0.007423583418130875,1.0,0.9946520086377859,0.5793036818504333,97,0.05547089874744415,11.853170216083527
421,329.15,99,970.3883362100001,202752,480,0.001,0.007669751066714525,1.0,0.9974755151197314,0.572770893573761,98,0.05989786237478256,6.601607437431812
425,321.98,100,952.2391897,204800,481,0.001,0.006638918537646532,1.0,0.9978739272337407,0.5706630945205688,99,0.05619769170880318,5.848192004859447
430,319.86,101,946.3221708199999,206848,480,0.001,0.007503151893615723,1.0,0.9957574973814189,0.5635611414909363,100,0.07110153883695602,6.589144285023212
433,318.44,102,944.42383235,208896,481,0.001,0.005572883412241936,1.0,0.997475839452818,0.5557510256767273,101,0.05082548037171364,5.946314869821071
439,320.32,103,951.14642441,210944,480,0.001,0.006545122712850571,1.0,0.9978018263354897,0.54840487241745,102,0.06407766789197922,5.173839429020882
442,322.41,104,953.91977341,212992,481,0.001,0.006866868585348129,1.0,0.9967142953537405,0.5331418514251709,103,0.051913611590862274,6.340749275684357
447,325.49,105,964.5137308100003,215040,480,0.001,0.008354974910616875,1.0,0.9902848713099957,0.5321263670921326,104,0.03936667740345001,7.874995930492878
450,325.87,106,968.1561582700001,217088,481,0.001,0.008213025517761707,1.0,0.997776148840785,0.5315000414848328,105,0.07254330068826675,3.467368146032095
455,325.64,107,968.52206859,219136,480,0.001,0.008414370007812977,1.0,0.9980444309767336,0.5305408835411072,106,0.06939428299665451,3.1137847028672696
458,330.78,108,988.2369862999999,221184,482,0.001,0.007412994746118784,1.0,0.9975953020621091,0.5262512564659119,107,0.047210708260536194,4.027594701945782
463,339.98,109,1015.6305005100002,223232,481,0.001,0.0077490657567977905,1.0,0.9981572807300836,0.5256941914558411,108,0.05153263360261917,4.817565479874611
466,340.96,110,1020.39744458,225280,482,0.001,0.00826102402061224,1.0,0.9967008982785046,0.522758424282074,109,0.0662507563829422,2.721275854855776
472,346.36,111,1038.35736708,227328,480,0.001,0.00701540382578969,1.0,0.998473041690886,0.5192787051200867,110,0.05849864333868027,2.4679582118988037
475,352.15,112,1052.98739472,229376,482,0.001,0.007151147350668907,1.0,0.9981694774469361,0.5199805498123169,111,0.05273943394422531,3.6059018671512604
482,354.65,113,1061.3561010700002,231424,479,0.001,0.008548563346266747,1.0,0.9911886909976602,0.5153090357780457,112,0.04825400561094284,6.4052668631076815
487,361.94,114,1084.2343802,233472,479,0.001,0.0071218558587133884,1.0,0.9952836409211159,0.5133273601531982,113,0.05605916678905487,12.109306056797504
492,368.18,115,1099.7308635600002,235520,478,0.001,0.009934653528034687,1.0,0.9967689155600965,0.5111614465713501,114,0.050537917762994766,5.165341231226921
496,373.16,116,1113.87917758,237568,478,0.001,0.006836922373622656,1.0,0.9839475397020578,0.5087035298347473,115,0.054166097193956375,3.3349723521620036
500,377.12,117,1126.0897462,239616,478,0.001,0.006719306111335754,1.0,0.9959362577646971,0.5045596361160278,116,0.07148618996143341,3.5977997474372385
503,381.37,118,1136.46602186,241664,479,0.001,0.006448987405747175,1.0,0.9974768662359565,0.5070282816886902,117,0.061734747141599655,4.04585922062397
508,388.08,119,1156.6231900399998,243712,479,0.001,0.00734231062233448,1.0,0.9975649900734425,0.5031648278236389,118,0.06725312024354935,3.048563927412033
512,390.56,120,1162.94688125,245760,479,0.001,0.007289655040949583,1.0,0.9967346081975847,0.49702468514442444,119,0.07390037924051285,5.9485591188073155
516,400.85,121,1191.8638013599998,247808,479,0.001,0.00769002502784133,1.0,0.9976461522746831,0.4921943247318268,120,0.057560522109270096,3.0606722578406336
519,402.29,122,1197.43112382,249856,480,0.001,0.00621485710144043,1.0,0.9966193167492747,0.490273118019104,121,0.061044447124004364,1.8954487677663565
525,406.64,123,1211.1385893099998,251904,479,0.001,0.006842376664280891,1.0,0.9980321486946195,0.49749913811683655,122,0.0665387362241745,3.1435759373009207
528,410.69,124,1221.8559831399998,253952,480,0.001,0.007106634322553873,1.0,0.9976255593355745,0.49879851937294006,123,0.05890154093503952,2.408565650507808
533,412.51,125,1226.72590216,256000,479,0.001,0.008751439861953259,1.0,0.992381305899471,0.49534091353416443,124,0.05418790131807327,4.51509016007185
536,412.97,126,1226.33658922,258048,481,0.001,0.006944647524505854,1.0,0.9966777809895575,0.5037690997123718,125,0.054857462644577026,3.4193068385124206
541,418.5,127,1243.0538872500001,260096,480,0.001,0.008162087760865688,1.0,0.9965688013471663,0.5111366510391235,126,0.05719975382089615,2.189664279296994
545,424.0,128,1257.7003287999999,262144,480,0.001,0.007457431871443987,1.0,0.9963888719212264,0.5105186104774475,127,0.054771360009908676,3.5582253612577914
549,427.32,129,1264.0435943599998,264192,480,0.001,0.00831234734505415,1.0,0.997830418869853,0.5021536946296692,128,0.06334707885980606,2.4850328139960767
552,424.86,130,1256.3599998,266240,481,0.001,0.006748806685209274,1.0,0.9920714357867837,0.5032721161842346,129,0.03444784879684448,2.4004975713789465
557,425.31,131,1258.9386067500002,268288,481,0.001,0.008437948301434517,1.0,0.9933177093043923,0.5094243884086609,130,0.041789665818214417,3.8732931479811668
560,425.99,132,1258.12281023,270336,482,0.001,0.007469391915947199,1.0,0.9965100127737969,0.5048670768737793,131,0.09540426731109619,2.925449872761965
566,426.58,133,1263.00545317,272384,481,0.001,0.008545760996639729,1.0,0.996063981205225,0.5072875618934631,132,0.05486148223280907,3.3518764816224573
569,432.2,134,1280.8158118899998,274432,481,0.001,0.007749727461487055,1.0,0.8926256150007248,0.5103452801704407,133,0.05393204092979431,71.4625348880887
574,423.84,135,1256.7133077899998,276480,481,0.001,0.008311287499964237,1.0,0.9892907124012709,0.5119028687477112,134,0.08364851027727127,11.664210769534112
577,421.74,136,1251.11224367,278528,481,0.001,0.009595849551260471,1.0,0.9732264000922441,0.5067474246025085,135,0.04357733577489853,87.3851885676384
582,421.15,137,1249.0646705400002,280576,481,0.001,0.007935118861496449,1.0,0.9856555052101612,0.49922308325767517,136,0.04687432572245598,6.600104904174804
586,422.93,138,1253.9738769399999,282624,482,0.001,0.00854711327701807,1.0,0.9963455579709262,0.5027278065681458,137,0.18093283474445343,2.907011545449495
589,425.4,139,1262.7206387100005,284672,482,0.001,0.007857833988964558,1.0,0.9964493301231414,0.4989325702190399,138,0.07171647995710373,4.000933580100536
593,423.06,140,1256.04181065,286720,482,0.001,0.007029770407825708,1.0,0.9954813248477876,0.49365952610969543,139,0.051918890327215195,4.158280315250158
597,419.95,141,1250.1132509,288768,483,0.001,0.008106629364192486,1.0,0.9970773784443736,0.49221691489219666,140,0.06856170296669006,5.149958066642284
601,420.86,142,1253.0164787099998,290816,483,0.001,0.007882948033511639,1.0,0.9973753767553717,0.48141422867774963,141,0.06416209787130356,5.143652573227882
605,422.23,143,1257.19209076,292864,483,0.001,0.008111217059195042,1.0,0.9963645553216338,0.47336912155151367,142,0.06905455887317657,2.6721772380173205
610,415.68,144,1240.97101823,294912,483,0.001,0.007844725623726845,1.0,0.9975930510554463,0.4678090512752533,143,0.06236863136291504,2.401896535605192
613,417.87,145,1248.79680061,296960,483,0.001,0.008792011998593807,1.0,0.9979345933534205,0.466068297624588,144,0.0711386650800705,5.516007125377655
618,422.93,146,1262.0373635200003,299008,483,0.001,0.008172779344022274,1.0,0.9972730642184615,0.46316540241241455,145,0.06270339339971542,3.4893052339553834
621,421.94,147,1263.19667959,301056,484,0.001,0.007863872684538364,1.0,0.9952723933383822,0.4589674770832062,146,0.052741046994924545,1.7121328543871641
626,420.47,148,1259.04226073,303104,484,0.001,0.007207938935607672,1.0,0.9980610455386341,0.45471033453941345,147,0.0730573982000351,1.560541593655944
629,420.0,149,1260.85258059,305152,484,0.001,0.008475137874484062,1.0,0.998706710524857,0.4568141996860504,148,0.07517597824335098,2.107442718744278
634,421.17,150,1265.8085772499999,307200,484,0.001,0.009039419703185558,1.0,0.9980139236431569,0.456132173538208,149,0.06391315162181854,2.5573538076132536
638,423.21,151,1273.46878699,309248,484,0.001,0.008071951568126678,1.0,0.994973249733448,0.4549045264720917,150,0.058218032121658325,2.4361160058528184
644,420.85,152,1268.1979816599999,311296,483,0.001,0.008542944677174091,1.0,0.9970008882228285,0.4533734619617462,151,0.07553467154502869,2.1215075325220822
647,422.07,153,1272.23857206,313344,483,0.001,0.008500257506966591,1.0,0.9983377495082095,0.4506412744522095,152,0.07218462228775024,3.316236589103937
652,424.43,154,1280.46804083,315392,483,0.001,0.0085751973092556,1.0,0.9984735792968422,0.44667163491249084,153,0.0633290484547615,2.090471426025033
655,430.07,155,1296.0404680799998,317440,484,0.001,0.007928292267024517,1.0,0.9978793568443507,0.44050607085227966,154,0.06009269878268242,1.490452766045928
662,432.18,156,1304.84796471,319488,482,0.001,0.007742368150502443,1.0,0.9979444448836148,0.4320574104785919,155,0.04800494387745857,1.039217648655176
665,434.56,157,1313.8472683599998,321536,482,0.001,0.008973580785095692,1.0,0.9981463559670374,0.4290287494659424,156,0.06735809892416,2.6932716071605682
670,435.0,158,1317.11126621,323584,482,0.001,0.008348901756107807,1.0,0.9311213716864586,0.4286574423313141,157,0.05122343450784683,59.29074436426163
673,438.55,159,1328.68360451,325632,483,0.001,0.00888496171683073,1.0,0.9958159942179918,0.42717432975769043,158,0.1394844800233841,4.766045366227627
678,435.16,160,1321.1445519399997,327680,483,0.001,0.008163833059370518,1.0,0.9961087252013385,0.4199751317501068,159,0.045334652066230774,2.349504575878382
681,437.98,161,1330.7465348899998,329728,483,0.001,0.008284061215817928,1.0,0.9978051944635808,0.4165593683719635,160,0.06641446799039841,4.305392070114612
686,435.94,162,1326.6016086299996,331776,483,0.001,0.009075403213500977,1.0,0.9987401615362614,0.41398176550865173,161,0.07520018517971039,2.8182831846177576
689,435.03,163,1324.9256893799998,333824,484,0.001,0.008507824502885342,1.0,0.9986610064515844,0.41195034980773926,162,0.07333437353372574,2.4807766798883675
695,436.39,164,1327.73374285,335872,482,0.001,0.008385497145354748,1.0,0.9984926386969164,0.40540811419487,163,0.08229303359985352,2.36615639179945
698,439.61,165,1336.2366766400003,337920,483,0.001,0.008751221932470798,1.0,0.998130215331912,0.4003887176513672,164,0.06569408625364304,1.2834544068202376
704,438.13,166,1331.7941828799999,339968,482,0.001,0.009282875806093216,1.0,0.9930046461522579,0.4041801989078522,165,0.05989169701933861,0.9031820086762309
707,425.01,167,1294.9270389199999,342016,483,0.001,0.009006921201944351,1.0,0.9969023037701845,0.3985234797000885,166,0.05686492845416069,8.334700502455235
712,423.34,168,1290.9458733,344064,483,0.001,0.00857570394873619,1.0,0.9953262209892273,0.3948993384838104,167,0.05158330500125885,10.827349002659322
716,422.69,169,1288.4600850099998,346112,483,0.001,0.008168075233697891,1.0,0.998495603678748,0.39934226870536804,168,0.06248807907104492,3.089287739992142
719,423.45,170,1288.6163365599998,348160,483,0.001,0.008118576370179653,1.0,0.9983145870501176,0.3952973186969757,169,0.06705985963344574,1.4629845008254052
725,422.16,171,1284.85224049,350208,482,0.001,0.007636478170752525,1.0,0.9953598445281386,0.3889687955379486,170,0.049549393355846405,0.5891921918839216
729,420.9,172,1282.58037209,352256,482,0.001,0.008610923774540424,1.0,0.9986641160212457,0.38750314712524414,171,0.09022379666566849,1.000520894676447
733,426.46,173,1298.44714498,354304,483,0.001,0.009274114854633808,1.0,0.9985676810611039,0.3844987452030182,172,0.07486312836408615,1.1774757442995907
737,431.11,174,1313.38906338,356352,483,0.001,0.009630258195102215,1.0,0.9958437033928931,0.38069653511047363,173,0.06135856732726097,1.1153639890253544
741,431.05,175,1316.3820901200002,358400,483,0.001,0.009104572236537933,1.0,0.9978655625600368,0.38379737734794617,174,0.05953659489750862,1.668631223216653
745,425.64,176,1303.5904386700001,360448,483,0.001,0.008975900709629059,1.0,0.9988403971074149,0.38547587394714355,175,0.06882467120885849,0.992515804991126
750,429.17,177,1313.6790533600004,362496,483,0.001,0.009363686665892601,1.0,0.9982798772398382,0.3864716589450836,176,0.06197728216648102,2.8929211936891077
754,430.64,178,1320.7816969299997,364544,483,0.001,0.006569970399141312,1.0,0.9984749748837203,0.3829432427883148,177,0.05866219848394394,2.08755626603961
758,424.08,179,1304.1961966999997,366592,483,0.001,0.008385315537452698,1.0,0.9987992752576247,0.3832564353942871,178,0.058139290660619736,2.0247274085879328
763,425.39,180,1309.80834055,368640,482,0.001,0.008164243772625923,1.0,0.9987225520890206,0.37920138239860535,179,0.06609684973955154,2.4968227580189706
767,428.91,181,1319.44129333,370688,482,0.001,0.00973761361092329,1.0,0.9987220877083018,0.37609073519706726,180,0.07133924961090088,1.5948412675410508
771,429.66,182,1319.97464133,372736,483,0.001,0.008232803083956242,1.0,0.9989236412802711,0.37497565150260925,181,0.06494440138339996,1.0253232516348363
775,432.04,183,1328.54015748,374784,483,0.001,0.007285183761268854,1.0,0.998074717936106,0.3742763102054596,182,0.031898148357868195,1.048708537966013
779,427.65,184,1316.90228903,376832,483,0.001,0.006778875831514597,1.0,0.9893210437148809,0.37352678179740906,183,0.0580192506313324,17.810586400330067
783,424.38,185,1309.7184147500002,378880,483,0.001,0.006928381975740194,1.0,0.9967372373212129,0.371832937002182,184,0.04568641632795334,4.392446997016668
788,419.93,186,1300.18213788,380928,483,0.001,0.00897208508104086,1.0,0.9979363773018122,0.37082627415657043,185,0.07028942555189133,3.041404750943184
791,426.33,187,1321.9478688999998,382976,483,0.001,0.008888432756066322,1.0,0.9982005876954645,0.3679457902908325,186,0.07396689057350159,3.3321972608566286
797,428.01,188,1329.77415718,385024,482,0.001,0.008736112155020237,1.0,0.9960273206233978,0.36716413497924805,187,0.04785763844847679,4.288030660152435
801,434.25,189,1349.22774682,387072,483,0.001,0.009751438163220882,1.0,0.9974888330325484,0.364566445350647,188,0.05593279004096985,4.933661999553442
807,433.1,190,1346.2390139099998,389120,481,0.001,0.007452937308698893,1.0,0.998112139524892,0.36543044447898865,189,0.06218205392360687,2.751618222519755
811,429.16,191,1338.06806198,391168,482,0.001,0.008877705782651901,1.0,0.9985425701597705,0.36501845717430115,190,0.0720464438199997,2.0935234654694796
814,423.32,192,1322.44715956,393216,482,0.001,0.008938409388065338,1.0,0.9978245217353106,0.3650253117084503,191,0.13643963634967804,3.9897199742496015
819,422.45,193,1317.9833708699998,395264,482,0.001,0.008141632191836834,1.0,0.9965234466362745,0.3619098365306854,192,0.08352846652269363,6.110136995464563
823,418.59,194,1305.63680293,397312,482,0.001,0.008777480572462082,1.0,0.9982543288497254,0.35778775811195374,193,0.05200417712330818,2.123347160592675
829,417.52,195,1300.0717194,399360,481,0.001,0.009608102962374687,1.0,0.9976011354010552,0.3607650101184845,194,0.08028795570135117,2.364924382045865
832,416.48,196,1296.50784976,401408,482,0.001,0.00836956687271595,1.0,0.9982356125256047,0.35814428329467773,195,0.05632507801055908,1.3780271794646979
838,415.88,197,1292.86690955,403456,481,0.001,0.008000302128493786,1.0,0.9983074961928651,0.3570803105831146,196,0.038535431027412415,2.3183558024466038
841,416.14,198,1295.2446966100001,405504,481,0.001,0.007652950007468462,1.0,0.9989027119008824,0.35524168610572815,197,0.06030621379613876,1.4807265184819698
847,415.38,199,1291.14533827,407552,480,0.001,0.009458791464567184,1.0,0.9984650752739981,0.3574703633785248,198,0.0872328132390976,4.042373115569353
852,415.22,200,1286.2948956900002,409600,480,0.001,0.009420417249202728,1.0,0.998729333980009,0.35365429520606995,199,0.051955029368400574,3.4892369702458383
858,407.34,201,1263.50331985,411648,479,0.001,0.00892899464815855,1.0,0.9988639345392585,0.3507767617702484,200,0.07250113785266876,1.5902915600687266
861,400.88,202,1245.22738852,413696,480,0.001,0.008871332742273808,1.0,0.9972168682143092,0.3521445691585541,201,0.10743850469589233,4.712148462235928
866,400.43,203,1243.63245973,415744,479,0.001,0.009604022838175297,1.0,0.9982065299991518,0.3504968583583832,202,0.0851317048072815,5.785522419959307
869,398.51,204,1236.42633698,417792,480,0.001,0.009030004031956196,1.0,0.9987711186986417,0.34574055671691895,203,0.12512482702732086,2.552097102254629
875,397.67,205,1233.1160769500002,419840,479,0.001,0.009768637828528881,1.0,0.9981244127266109,0.3465779721736908,204,0.09668250381946564,3.4460431814193724
879,398.75,206,1233.87119635,421888,479,0.001,0.00807186122983694,1.0,0.9973036111332476,0.3456130027770996,205,0.12041285634040833,5.746869681030512
883,396.01,207,1223.17204299,423936,480,0.001,0.009250056929886341,1.0,0.9976920236367732,0.34047994017601013,206,0.07185644656419754,3.253432822227478
887,391.58,208,1209.8987748599998,425984,479,0.001,0.008594184182584286,1.0,0.9979659642558545,0.3381778299808502,207,0.14352145791053772,3.5564506970345975
892,389.98,209,1206.2508785399998,428032,479,0.001,0.008996578864753246,1.0,0.9976014841813594,0.3358302116394043,208,0.05737932026386261,3.868971624970436
896,393.15,210,1213.4412919699998,430080,479,0.001,0.008982309140264988,1.0,0.9985805643955246,0.3348435163497925,209,0.05684000998735428,2.8878758527338504
903,392.68,211,1210.76934153,432128,478,0.001,0.008571338839828968,1.0,0.9978024642914534,0.33454421162605286,210,0.05146554112434387,1.8795818470418453
909,390.83,212,1204.76504721,434176,477,0.001,0.006393930409103632,1.0,0.9982329453341663,0.33418408036231995,211,0.04811956360936165,3.518240485340357
912,389.63,213,1202.45428251,436224,477,0.001,0.009471509605646133,1.0,0.9975692662410438,0.3357793390750885,212,0.03946060687303543,1.9185475371778011
916,391.46,214,1206.5740142399998,438272,478,0.001,0.0093165198341012,1.0,0.9982218515360728,0.3358485996723175,213,0.07023902982473373,3.523654881864786
920,386.68,215,1190.55769057,440320,478,0.001,0.008656336925923824,1.0,0.9874797984957695,0.33190596103668213,214,0.062232837080955505,1.1045810578390955
925,390.01,216,1198.84312579,442368,478,0.001,0.009699857793748379,1.0,0.99715307331644,0.33363255858421326,215,0.07862334698438644,4.331361865997314
928,394.13,217,1208.5259049400001,444416,478,0.001,0.008329718373715878,1.0,0.9960069037042558,0.3327331840991974,216,0.04767448827624321,1.9677707593888045
933,396.28,218,1212.91656856,446464,478,0.001,0.00917309895157814,1.0,0.9970674603246152,0.3322497308254242,217,0.051673125475645065,2.4522764697670936
936,399.38,219,1224.1517860499998,448512,478,0.001,0.009629168547689915,1.0,0.9971219727303833,0.33049580454826355,218,0.04403965547680855,2.43714483641088
941,400.03,220,1228.07632777,450560,478,0.001,0.007786284666508436,1.0,0.9968564182054251,0.32934141159057617,219,0.07421854883432388,6.268464277684688
944,398.16,221,1220.92767708,452608,479,0.001,0.009179339744150639,1.0,0.9979292466305196,0.32767367362976074,220,0.08698917925357819,2.767153526097536
949,401.87,222,1229.2875428500001,454656,479,0.001,0.008036038838326931,1.0,0.9944221102632582,0.32721593976020813,221,0.05088118463754654,13.248005601763726
952,401.06,223,1225.68811006,456704,479,0.001,0.007128167897462845,1.0,0.9981309166178107,0.3267572224140167,222,0.041923172771930695,2.041047879680991
956,404.7,224,1234.6302557499998,458752,479,0.001,0.00941313337534666,1.0,0.9970584055408835,0.3257122039794922,223,0.06288190186023712,5.901416632533073
960,403.18,225,1229.5160086399999,460800,479,0.001,0.008668238297104836,1.0,0.9979662229306996,0.32609823346138,224,0.05514608696103096,2.466961557418108
965,403.62,226,1231.4429544999998,462848,479,0.001,0.008962593041360378,1.0,0.9985453139524907,0.32476937770843506,225,0.06349971145391464,3.5327559404075144
969,404.85,227,1235.6205575,464896,479,0.001,0.00877437274903059,1.0,0.998431807034649,0.3232833445072174,226,0.08195880055427551,2.465279022604227
974,404.7,228,1235.2189514099998,466944,479,0.001,0.008584578521549702,1.0,0.9785678163170815,0.32457754015922546,227,0.06089793145656586,41.966391158103946
978,406.55,229,1236.7852103399998,468992,479,0.001,0.00910522136837244,1.0,0.9938526782207191,0.32406121492385864,228,0.10622474551200867,11.395318827033043
982,404.84,230,1236.3278377099998,471040,479,0.001,0.00910108257085085,1.0,0.9931152779608965,0.3241124451160431,229,0.003709813579916954,3.4555940948426724
987,403.49,231,1231.08060411,473088,479,0.001,0.00948132574558258,1.0,0.9978515126276761,0.32349637150764465,230,0.10248636454343796,5.134313067793846
991,404.43,232,1237.7322819800002,475136,479,0.001,0.009451874531805515,1.0,0.9964634724892676,0.32396942377090454,231,0.04716042801737785,5.576565390825271
996,403.18,233,1233.97677295,477184,478,0.001,0.009251724928617477,1.0,0.9975899215787649,0.31975194811820984,232,0.06771788001060486,3.967341569066048
999,399.54,234,1227.17262919,479232,479,0.001,0.006674444768577814,1.0,0.9983482817187905,0.3204858601093292,233,0.12203394621610641,2.967762843891978
1004,402.24,235,1236.09281562,481280,479,0.001,0.009858937002718449,1.0,0.9984091941732913,0.3214992582798004,234,0.06410761177539825,3.61298026740551
1007,396.25,236,1220.7211047499998,483328,479,0.001,0.008205060847103596,1.0,0.9970280639827251,0.3213902711868286,235,0.09706138074398041,4.3418355993926525
1013,392.75,237,1210.12495279,485376,478,0.001,0.009288403205573559,1.0,0.997752406867221,0.32161542773246765,236,0.05931995064020157,5.004008214920759
1017,391.73,238,1207.3813370999999,487424,479,0.001,0.009995992295444012,1.0,0.9966994763817638,0.32110145688056946,237,0.06885048002004623,6.127361485362053
1022,384.67,239,1187.77915323,489472,478,0.001,0.009465552866458893,1.0,0.9981320764636621,0.31521835923194885,238,0.05684728920459747,5.233372104167938
1025,391.31,240,1208.3674708999997,491520,479,0.001,0.006309925112873316,1.0,0.9985418297583237,0.3141267001628876,239,0.05851191282272339,4.386247941106558
1030,386.89,241,1197.78519915,493568,479,0.001,0.009652326814830303,1.0,0.998156611691229,0.3117944300174713,240,0.05804286524653435,4.819295555353165
1033,391.26,242,1210.9030748799998,495616,479,0.001,0.009194847196340561,1.0,0.9986695953411981,0.30978280305862427,241,0.13145583868026733,3.4224677585065364
1039,389.91,243,1209.0680582100001,497664,478,0.001,0.009921335615217686,1.0,0.9964769219513983,0.3113335072994232,242,0.2717743515968323,4.12500413954258
1043,382.37,244,1187.90024947,499712,478,0.001,0.009431447833776474,1.0,0.9965779692865908,0.30997583270072937,243,0.06483981013298035,5.562691861391068
1047,380.31,245,1181.15625688,501760,478,0.001,0.008497611619532108,1.0,0.9974725388456136,0.31100210547447205,244,0.08165180683135986,4.073216651380062
1051,383.85,246,1192.5629452299997,503808,479,0.001,0.009507809765636921,1.0,0.9962707385420799,0.3131754696369171,245,0.04899517074227333,6.491224017739296
1055,366.08,247,1143.58248046,505856,479,0.001,0.009647851809859276,1.0,0.9963080063462257,0.31152239441871643,246,0.057497788220644,8.820518811047076
1059,364.8,248,1138.2391243399998,507904,479,0.001,0.009193860925734043,1.0,0.9960019825957716,0.3123272955417633,247,0.07260548323392868,7.876650249958038
1063,358.97,249,1124.39558962,509952,479,0.001,0.009241017512977123,1.0,0.997760295169428,0.31218451261520386,248,0.05488963425159454,3.4362316206097603
1067,349.07,250,1091.88671552,512000,479,0.001,0.00777216674759984,1.0,0.9967086832039058,0.3120725452899933,249,0.07069721817970276,9.601952491700649
1072,348.59,251,1088.0478671500002,514048,479,0.001,0.009478653781116009,1.0,0.99367551272735,0.31302496790885925,250,0.11689064651727676,12.652326171100139
1076,342.78,252,1071.4945248000001,516096,479,0.001,0.007410725113004446,1.0,0.9783865828067064,0.3138990104198456,251,0.05791696533560753,7.175452817231417
1080,346.01,253,1079.8909209499998,518144,479,0.001,0.009728665463626385,1.0,0.9958367887884378,0.31880784034729004,252,0.08507189154624939,8.112945927679538
1083,347.09,254,1083.46946591,520192,479,0.001,0.00960910227149725,1.0,0.9963773258496076,0.32169926166534424,253,0.08111715316772461,2.237562008947134
1088,347.59,255,1083.35699113,522240,479,0.001,0.008404870517551899,1.0,0.9975767903961241,0.3212616443634033,254,0.07764139026403427,2.502056086063385
1091,356.51,256,1107.98653285,524288,480,0.001,0.00849273893982172,1.0,0.9978729526046664,0.32168078422546387,255,0.07755934447050095,2.267427460849285
1097,358.01,257,1111.78938744,526336,479,0.001,0.00864992756396532,1.0,0.998721697833389,0.3209095001220703,256,0.052422985434532166,1.4788561932742597
1101,360.52,258,1117.30930807,528384,479,0.001,0.009120997972786427,1.0,0.998814495629631,0.31786906719207764,257,0.06717164069414139,1.7827151782810688
1105,364.08,259,1126.50747766,530432,480,0.001,0.009299565106630325,1.0,0.9981245413655415,0.31466150283813477,258,0.05371639132499695,1.920440536364913
1109,366.08,260,1131.35841857,532480,479,0.001,0.009236576966941357,1.0,0.9985836459090933,0.31447574496269226,259,0.07284481078386307,1.7757087379693985
1112,365.92,261,1129.8598328300002,534528,480,0.001,0.00846640020608902,1.0,0.9937656396068633,0.31530842185020447,260,0.054047174751758575,2.5659176353365183
1117,373.68,262,1153.1740075000002,536576,480,0.001,0.009146434254944324,1.0,0.9977369692642242,0.315616637468338,261,0.06560051441192627,4.480406459420919
1121,377.42,263,1163.5536001699998,538624,480,0.001,0.006259854417294264,1.0,0.9987009926699102,0.31555572152137756,262,0.06613641232252121,2.3799431014806034
